#X 	Y 	poch 	SPLINE
23.57	14.2499	-1185.25	13.2725
23.58	13.2725	-847.97	12.2102
23.59	12.2102	-514.856	11.096
23.6	11.096	-207.03	9.96044
23.61	9.96044	61.9824	8.83019
23.62	8.83019	277.117	7.72727
23.63	7.72727	456.868	6.66878
23.64	6.66878	573.899	5.66711
23.65	5.66711	656.605	4.73046
23.66	4.73046	700.706	3.86341
23.67	3.86341	716.356	3.0676
23.68	3.0676	708.087	2.34234
23.69	2.34234	684.101	1.68522
23.7	1.68522	643.723	1.09258
23.71	1.09258	603.203	0.55992
23.72	0.55992	549.24	0.08222
23.73	0.08222	497.281	-0.34578
23.74	-0.34578	443.502	-0.72941
23.75	-0.72941	390.789	-1.07393
23.76	-1.07393	339.834	-1.38442
23.77	-1.38442	291.584	-1.6657
23.78	-1.6657	246.356	-1.92232
23.79	-1.92232	202.516	-2.15853
23.8	-2.15853	165.533	-2.37824
23.81	-2.37824	128.104	-2.58507
23.82	-2.58507	94.8361	-2.78236
23.83	-2.78236	64.9018	-2.97313
23.84	-2.97313	36.755	-3.16018
23.85	-3.16018	11.2565	-3.34606
23.86	-3.34606	-11.5748	-3.53309
23.87	-3.53309	-33.9621	-3.72341
23.88	-3.72341	-52.1508	-3.91899
23.89	-3.91899	-70.882	-4.12162
23.9	-4.12162	-87.3182	-4.33296
23.91	-4.33296	-102.401	-4.55452
23.92	-4.55452	-116.251	-4.78768
23.93	-4.78768	-128.562	-5.03367
23.94	-5.03367	-139.253	-5.29359
23.95	-5.29359	-150.208	-5.56838
23.96	-5.56838	-155.287	-5.85878
23.97	-5.85878	-162.157	-6.16533
23.98	-6.16533	-165.04	-6.48834
23.99	-6.48834	-165.235	-6.82781
24	-6.82781	-161.571	-7.18338
24.01	-7.18338	-154.462	-7.55431
24.02	-7.55431	-142.105	-7.93935
24.03	-7.93935	-123.715	-8.33671
24.04	-8.33671	-102.174	-8.74399
24.05	-8.74399	-67.4822	-9.15807
24.06	-9.15807	-31.2441	-9.57509
24.07	-9.57509	15.9988	-9.9904
24.08	-9.9904	69.8978	-10.3986
24.09	-10.3986	132.8	-10.7934
24.1	-10.7934	201.039	-11.1679
24.11	-11.1679	276.234	-11.5149
24.12	-11.5149	351.683	-11.8265
24.13	-11.8265	432.803	-12.0951
24.14	-12.0951	505.603	-12.3131
24.15	-12.3131	574.64	-12.4739
24.16	-12.4739	631.884	-12.5717
24.17	-12.5717	675.289	-12.6023
24.18	-12.6023	701.734	-12.563
24.19	-12.563	707.379	-12.4533
24.2	-12.4533	694.974	-12.2746
24.21	-12.2746	659.105	-12.0301
24.22	-12.0301	607.651	-11.7252
24.23	-11.7252	538.875	-11.3666
24.24	-11.3666	458.726	-10.9622
24.25	-10.9622	370.501	-10.5208
24.26	-10.5208	278.519	-10.0516
24.27	-10.0516	186.984	-9.56365
24.28	-9.56365	97.877	-9.06573
24.29	-9.06573	19.0917	-8.56598
24.3	-8.56598	-58.7269	-8.07172
24.31	-8.07172	-119.326	-7.58929
24.32	-7.58929	-173.728	-7.12404
24.33	-7.12404	-216.511	-6.68029
24.34	-6.68029	-250.174	-6.2614
24.35	-6.2614	-274.319	-5.86982
24.36	-5.86982	-291.067	-5.5072
24.37	-5.5072	-298.917	-5.17451
24.38	-5.17451	-305.384	-4.87213
24.39	-4.87213	-302.027	-4.59994
24.4	-4.59994	-297.824	-4.35747
24.41	-4.35747	-289.814	-4.14396
24.42	-4.14396	-280.425	-3.95846
24.43	-3.95846	-269.017	-3.79987
24.44	-3.79987	-258.022	-3.66705
24.45	-3.66705	-245.02	-3.5588
24.46	-3.5588	-234.943	-3.47399
24.47	-3.47399	-222.911	-3.41151
24.48	-3.41151	-213.156	-3.37035
24.49	-3.37035	-203.6	-3.34958
24.5	-3.34958	-195.806	-3.3484
24.51	-3.3484	-188.516	-3.36611
24.52	-3.36611	-183.472	-3.40217
24.53	-3.40217	-178.538	-3.45613
24.54	-3.45613	-176.34	-3.5277
24.55	-3.5277	-173.564	-3.61669
24.56	-3.61669	-173.841	-3.72306
24.57	-3.72306	-173.824	-3.84685
24.58	-3.84685	-176.02	-3.98824
24.59	-3.98824	-178.053	-4.14747
24.6	-4.14747	-182.115	-4.3249
24.61	-4.3249	-185.445	-4.52092
24.62	-4.52092	-191.421	-4.73599
24.63	-4.73599	-194.424	-4.97059
24.64	-4.97059	-200.266	-5.22519
24.65	-5.22519	-204.455	-5.50023
24.66	-5.50023	-208.235	-5.79607
24.67	-5.79607	-210.584	-6.11294
24.68	-6.11294	-211.141	-6.45088
24.69	-6.45088	-209.024	-6.8097
24.7	-6.8097	-205.49	-7.18885
24.71	-7.18885	-193.213	-7.58739
24.72	-7.58739	-180.784	-8.00386
24.73	-8.00386	-159.434	-8.43618
24.74	-8.43618	-132.384	-8.88158
24.75	-8.88158	-95.8288	-9.33643
24.76	-9.33643	-51.2147	-9.79623
24.77	-9.79623	3.61251	-10.2555
24.78	-10.2555	68.635	-10.7078
24.79	-10.7078	141.197	-11.1456
24.8	-11.1456	227.425	-11.5608
24.81	-11.5608	315.554	-11.9443
24.82	-11.9443	409.878	-12.2868
24.83	-12.2868	504.843	-12.5789
24.84	-12.5789	595.172	-12.8116
24.85	-12.8116	677.138	-12.9768
24.86	-12.9768	744.896	-13.0679
24.87	-13.0679	793.852	-13.0799
24.88	-13.0799	820.403	-13.0103
24.89	-13.0103	821.557	-12.859
24.9	-12.859	796.88	-12.6285
24.91	-12.6285	747.556	-12.3235
24.92	-12.3235	676.06	-11.9512
24.93	-11.9512	587.268	-11.5204
24.94	-11.5204	484.036	-11.0413
24.95	-11.0413	378.104	-10.5246
24.96	-10.5246	262.551	-9.98137
24.97	-9.98137	157.636	-9.42234
24.98	-9.42234	55.4612	-8.85757
24.99	-8.85757	-35.0297	-8.29612
25	-8.29612	-114.575	-7.74591
25.01	-7.74591	-181.069	-7.21359
25.02	-7.21359	-234.471	-6.70453
25.03	-6.70453	-276.561	-6.22288
25.04	-6.22288	-303.841	-5.77164
25.05	-5.77164	-327.595	-5.35281
25.06	-5.35281	-335.648	-4.96749
25.07	-4.96749	-340.334	-4.61608
25.08	-4.61608	-337.482	-4.29835
25.09	-4.29835	-330.473	-4.01361
25.1	-4.01361	-319.935	-3.76083
25.11	-3.76083	-307.298	-3.53873
25.12	-3.53873	-291.583	-3.34586
25.13	-3.34586	-278.054	-3.1807
25.14	-3.1807	-261.092	-3.04169
25.15	-3.04169	-246.505	-2.92732
25.16	-2.92732	-231.212	-2.83611
25.17	-2.83611	-218.198	-2.76672
25.18	-2.76672	-205.127	-2.71788
25.19	-2.71788	-194.238	-2.68848
25.2	-2.68848	-184.264	-2.67754
25.21	-2.67754	-176.249	-2.68424
25.22	-2.68424	-169.31	-2.7079
25.23	-2.7079	-164.059	-2.74799
25.24	-2.74799	-160.203	-2.80413
25.25	-2.80413	-158.104	-2.8761
25.26	-2.8761	-157.125	-2.96381
25.27	-2.96381	-157.749	-3.06731
25.28	-3.06731	-159.251	-3.18678
25.29	-3.18678	-163.388	-3.32254
25.3	-3.32254	-166.211	-3.475
25.31	-3.475	-172.25	-3.64469
25.32	-3.64469	-178.557	-3.83225
25.33	-3.83225	-185.67	-4.03839
25.34	-4.03839	-193.511	-4.26389
25.35	-4.26389	-201.808	-4.50957
25.36	-4.50957	-210.044	-4.77628
25.37	-4.77628	-219.727	-5.06485
25.38	-5.06485	-226.027	-5.3761
25.39	-5.3761	-233.747	-5.71069
25.4	-5.71069	-239.307	-6.06917
25.41	-6.06917	-242.36	-6.45184
25.42	-6.45184	-242.582	-6.8587
25.43	-6.8587	-238.64	-7.28932
25.44	-7.28932	-228.41	-7.74273
25.45	-7.74273	-215.055	-8.21731
25.46	-8.21731	-187.04	-8.71063
25.47	-8.71063	-155.854	-9.2193
25.48	-9.2193	-110.464	-9.73883
25.49	-9.73883	-53.8286	-10.2635
25.5	-10.2635	16.1158	-10.7864
25.51	-10.7864	99.796	-11.299
25.52	-11.299	196.073	-11.7919
25.53	-11.7919	304.499	-12.2542
25.54	-12.2542	418.789	-12.6744
25.55	-12.6744	542.88	-13.0405
25.56	-13.0405	659.494	-13.3407
25.57	-13.3407	771.693	-13.564
25.58	-13.564	866.978	-13.701
25.59	-13.701	940.497	-13.7444
25.6	-13.7444	985.649	-13.6898
25.61	-13.6898	997.184	-13.536
25.62	-13.536	976.728	-13.2852
25.63	-13.2852	917.92	-12.9431
25.64	-12.9431	832.961	-12.5181
25.65	-12.5181	721.61	-12.0211
25.66	-12.0211	593.223	-11.4651
25.67	-11.4651	454.951	-10.8635
25.68	-10.8635	315.634	-10.2304
25.69	-10.2304	178.996	-9.57905
25.7	-9.57905	57.3508	-8.92205
25.71	-8.92205	-59.5074	-8.27046
25.72	-8.27046	-151.392	-7.6338
25.73	-7.6338	-230.698	-7.0199
25.74	-7.0199	-291.349	-6.43488
25.75	-6.43488	-336.632	-5.88329
25.76	-5.88329	-367.835	-5.36826
25.77	-5.36826	-385.531	-4.89163
25.78	-4.89163	-393.945	-4.4542
25.79	-4.4542	-390.541	-4.05588
25.8	-4.05588	-386.085	-3.69591
25.81	-3.69591	-370.771	-3.373
25.82	-3.373	-354.331	-3.08548
25.83	-3.08548	-335.216	-2.83145
25.84	-2.83145	-314.11	-2.60883
25.85	-2.60883	-292.857	-2.4155
25.86	-2.4155	-271.778	-2.24934
25.87	-2.24934	-250.165	-2.10828
25.88	-2.10828	-232.003	-1.99037
25.89	-1.99037	-212.522	-1.89376
25.9	-1.89376	-195.841	-1.81676
25.91	-1.81676	-180.662	-1.75785
25.92	-1.75785	-166.869	-1.71566
25.93	-1.71566	-155.004	-1.689
25.94	-1.689	-144.878	-1.67685
25.95	-1.67685	-136.038	-1.67834
25.96	-1.67834	-129.428	-1.69279
25.97	-1.69279	-123.878	-1.71966
25.98	-1.71966	-120.223	-1.75857
25.99	-1.75857	-117.591	-1.80927
26	-1.80927	-116.79	-1.87167
26.01	-1.87167	-117.211	-1.94581
26.02	-1.94581	-118.731	-2.03185
26.03	-2.03185	-121.843	-2.1301
26.04	-2.1301	-126.449	-2.24097
26.05	-2.24097	-130.868	-2.365
26.06	-2.365	-138.461	-2.50287
26.07	-2.50287	-145.649	-2.65534
26.08	-2.65534	-154.893	-2.82331
26.09	-2.82331	-164.743	-3.00778
26.1	-3.00778	-176.105	-3.20986
26.11	-3.20986	-187.378	-3.43074
26.12	-3.43074	-202.33	-3.67174
26.13	-3.67174	-213.315	-3.9342
26.14	-3.9342	-229.315	-4.21956
26.15	-4.21956	-243.367	-4.52927
26.16	-4.52927	-258.146	-4.86478
26.17	-4.86478	-271.962	-5.22748
26.18	-5.22748	-285.343	-5.61866
26.19	-5.61866	-295.393	-6.03939
26.2	-6.03939	-306.01	-6.49046
26.21	-6.49046	-306.204	-6.97224
26.22	-6.97224	-306.717	-7.48452
26.23	-7.48452	-296.841	-8.02634
26.24	-8.02634	-278.211	-8.59578
26.25	-8.59578	-247.514	-9.18973
26.26	-9.18973	-202.172	-9.80363
26.27	-9.80363	-140.793	-10.4313
26.28	-10.4313	-58.9932	-11.0645
26.29	-11.0645	38.9516	-11.6933
26.3	-11.6933	166.048	-12.3054
26.31	-12.3054	304.865	-12.8867
26.32	-12.8867	463.6	-13.4214
26.33	-13.4214	633.023	-13.8928
26.34	-13.8928	804.546	-14.2838
26.35	-14.2838	968.937	-14.5783
26.36	-14.5783	1113.07	-14.762
26.37	-14.762	1225.9	-14.8238
26.38	-14.8238	1296.97	-14.7568
26.39	-14.7568	1317.08	-14.5589
26.4	-14.5589	1284.71	-14.2334
26.41	-14.2334	1200.38	-13.7887
26.42	-13.7887	1071.41	-13.2373
26.43	-13.2373	907.193	-12.5957
26.44	-12.5957	719.431	-11.8821
26.45	-11.8821	526.506	-11.1162
26.46	-11.1162	326.151	-10.3172
26.47	-10.3172	147.523	-9.50316
26.48	-9.50316	-16.3206	-8.69035
26.49	-8.69035	-155.365	-7.89265
26.5	-7.89265	-268.865	-7.12141
26.51	-7.12141	-356.654	-6.38543
26.52	-6.38543	-420.034	-5.69111
26.53	-5.69111	-462.714	-5.04269
26.54	-5.04269	-482.946	-4.44255
26.55	-4.44255	-495.621	-3.89151
26.56	-3.89151	-487.552	-3.38914
26.57	-3.38914	-474.242	-2.93405
26.58	-2.93405	-452.168	-2.52411
26.59	-2.52411	-425.949	-2.15671
26.6	-2.15671	-396.31	-1.82891
26.61	-1.82891	-364.718	-1.53756
26.62	-1.53756	-331.713	-1.27948
26.63	-1.27948	-301.77	-1.05149
26.64	-1.05149	-269.654	-0.85051
26.65	-0.85051	-240.143	-0.67358
26.66	-0.67358	-212.702	-0.51794
26.67	-0.51794	-186.39	-0.38098
26.68	-0.38098	-162.488	-0.2603
26.69	-0.2603	-140.413	-0.15369
26.7	-0.15369	-120.022	-0.05915
26.71	-0.05915	-102.651	0.02514
26.72	0.02514	-85.488	0.10084
26.73	0.10084	-70.7726	0.16944
26.74	0.16944	-57.4021	0.23228
26.75	0.23228	-45.2031	0.29058
26.76	0.29058	-34.173	0.34544
26.77	0.34544	-24.4961	0.39784
26.78	0.39784	-15.4362	0.44869
26.79	0.44869	-6.75435	0.49883
26.8	0.49883	0.42626	0.54903
26.81	0.54903	8.07546	0.60002
26.82	0.60002	14.668	0.65248
26.83	0.65248	21.4504	0.70708
26.84	0.70708	27.9235	0.76447
26.85	0.76447	34.2462	0.82529
26.86	0.82529	40.8864	0.8902
26.87	0.8902	47.5942	0.95985
26.88	0.95985	53.9496	1.03493
26.89	1.03493	61.624	1.11617
26.9	1.11617	69.1425	1.20433
26.91	1.20433	76.9788	1.30021
26.92	1.30021	86.1279	1.4047
26.93	1.4047	95.0864	1.51872
26.94	1.51872	105.297	1.64329
26.95	1.64329	116.697	1.7795
26.96	1.7795	127.909	1.92856
26.97	1.92856	141.149	2.09175
26.98	2.09175	155.251	2.27048
26.99	2.27048	170.213	2.46626
27	2.46626	186.853	2.68074
27.01	2.68074	204.331	2.91568
27.02	2.91568	223.345	3.17297
27.03	3.17297	243.245	3.45463
27.04	3.45463	265.792	3.76276
27.05	3.76276	285.41	4.09957
27.06	4.09957	309.915	4.46733
27.07	4.46733	331.863	4.86829
27.08	4.86829	354.528	5.30467
27.09	5.30467	375.126	5.77852
27.1	5.77852	393.087	6.2916
27.11	6.2916	406.21	6.84525
27.12	6.84525	416.149	7.44012
27.13	7.44012	409.338	8.07596
27.14	8.07596	398.005	8.75127
27.15	8.75127	366.747	9.46293
27.16	9.46293	315.866	10.2058
27.17	10.2058	240.526	10.9722
27.18	10.9722	135.596	11.7516
27.19	11.7516	-2.34466	12.5303
27.2	12.5303	-170.046	13.2911
27.21	13.2911	-381.048	14.0136
27.22	14.0136	-610.743	14.6747
27.23	14.6747	-864.014	15.2493
27.24	15.2493	-1121.14	15.712
27.25	15.712	-1363.93	16.0389
27.26	16.0389	-1570.79	16.2097
27.27	16.2097	-1720.85	16.2096
27.28	16.2096	-1795.69	16.0314
27.29	16.0314	-1788.01	15.6759
27.3	15.6759	-1688.81	15.1527
27.31	15.1527	-1517.52	14.4788
27.32	14.4788	-1282.14	13.6774
27.33	13.6774	-1008.98	12.7753
27.34	12.7753	-718.814	11.8012
27.35	11.8012	-433.821	10.7834
27.36	10.7834	-168.939	9.74804
27.37	9.74804	56.0249	8.71806
27.38	8.71806	255.257	7.71249
27.39	7.71249	399.448	6.74631
27.4	6.74631	510.218	5.83053
27.41	5.83053	583.527	4.97259
27.42	4.97259	625.906	4.17682
27.43	4.17682	642.878	3.445
27.44	3.445	639.424	2.77682
27.45	2.77682	617.642	2.17045
27.46	2.17045	591.846	1.62288
27.47	1.62288	550.095	1.13031
27.48	1.13031	507.627	0.68844
27.49	0.68844	461.253	0.29269
27.5	0.29269	414.438	-0.06162
27.51	-0.06162	367.283	-0.37916
27.52	-0.37916	322.532	-0.66443
27.53	-0.66443	278.699	-0.92179
27.54	-0.92179	237.198	-1.15531
27.55	-1.15531	200.298	-1.36885
27.56	-1.36885	163.154	-1.56599
27.57	-1.56599	131.039	-1.75001
27.58	-1.75001	99.8482	-1.92399
27.59	-1.92399	71.9428	-2.09074
27.6	-2.09074	46.1634	-2.25284
27.61	-2.25284	22.3834	-2.41269
27.62	-2.41269	-0.691717	-2.57251
27.63	-2.57251	-19.6618	-2.73435
27.64	-2.73435	-40.027	-2.90014
27.65	-2.90014	-57.2264	-3.07166
27.66	-3.07166	-74.8466	-3.25064
27.67	-3.25064	-90.9594	-3.4387
27.68	-3.4387	-106.101	-3.63737
27.69	-3.63737	-121.213	-3.84816
27.7	-3.84816	-136.2	-4.07248
27.71	-4.07248	-148.411	-4.31171
27.72	-4.31171	-162.199	-4.56714
27.73	-4.56714	-174.781	-4.84002
27.74	-4.84002	-185.621	-5.13146
27.75	-5.13146	-196.279	-5.44249
27.76	-5.44249	-204.603	-5.77395
27.77	-5.77395	-211.056	-6.12647
27.78	-6.12647	-214.713	-6.50044
27.79	-6.50044	-217.037	-6.89588
27.8	-6.89588	-209.933	-7.31239
27.81	-7.31239	-202.939	-7.74904
27.82	-7.74904	-186.695	-8.20425
27.83	-8.20425	-163.826	-8.67569
27.84	-8.67569	-131.706	-9.16014
27.85	-9.16014	-89.9717	-9.65338
27.86	-9.65338	-35.7836	-10.1501
27.87	-10.1501	26.1491	-10.6437
27.88	-10.6437	106.776	-11.1267
27.89	-11.1267	192.538	-11.5903
27.9	-11.5903	290.716	-12.0246
27.91	-12.0246	395.234	-12.4194
27.92	-12.4194	503.69	-12.7638
27.93	-12.7638	610.248	-13.0474
27.94	-13.0474	709.705	-13.2601
27.95	-13.2601	795.18	-13.3937
27.96	-13.3937	862.745	-13.4414
27.97	-13.4414	903.565	-13.3993
27.98	-13.3993	916.749	-13.2659
27.99	-13.2659	899.979	-13.0431
28	-13.0431	852.483	-12.7354
28.01	-12.7354	778.469	-12.3503
28.02	-12.3503	682.188	-11.8973
28.03	-11.8973	567.834	-11.3876
28.04	-11.3876	448.306	-10.8333
28.05	-10.8333	316.616	-10.2471
28.06	-10.2471	196.575	-9.64115
28.07	-9.64115	79.031	-9.0271
28.08	-9.0271	-24.86	-8.41533
28.09	-8.41533	-116.456	-7.81494
28.1	-7.81494	-192.068	-7.23353
28.11	-7.23353	-254.022	-6.67722
28.12	-6.67722	-297.762	-6.15068
28.13	-6.15068	-335.223	-5.65725
28.14	-5.65725	-354.048	-5.19911
28.15	-5.19911	-365.903	-4.77741
28.16	-4.77741	-368.635	-4.39246
28.17	-4.39246	-364.446	-4.04387
28.18	-4.04387	-355.096	-3.73074
28.19	-3.73074	-342.673	-3.45179
28.2	-3.45179	-324.912	-3.20542
28.21	-3.20542	-309.745	-2.9899
28.22	-2.9899	-290.034	-2.8034
28.23	-2.8034	-271.228	-2.64404
28.24	-2.64404	-253.387	-2.51002
28.25	-2.51002	-235.546	-2.39958
28.26	-2.39958	-219.169	-2.31108
28.27	-2.31108	-204.117	-2.24301
28.28	-2.24301	-190.113	-2.19399
28.29	-2.19399	-178.374	-2.16283
28.3	-2.16283	-167.698	-2.14846
28.31	-2.14846	-158.623	-2.14999
28.32	-2.14999	-151.787	-2.16671
28.33	-2.16671	-145.566	-2.19803
28.34	-2.19803	-141.927	-2.24356
28.35	-2.24356	-139.285	-2.30304
28.36	-2.30304	-137.885	-2.37635
28.37	-2.37635	-138.932	-2.46353
28.38	-2.46353	-139.641	-2.56474
28.39	-2.56474	-143.332	-2.68029
28.4	-2.68029	-147.4	-2.81061
28.41	-2.81061	-153.228	-2.95626
28.42	-2.95626	-159.437	-3.11789
28.43	-3.11789	-167.782	-3.2963
28.44	-3.2963	-176.198	-3.49237
28.45	-3.49237	-186.973	-3.70706
28.46	-3.70706	-195.642	-3.94142
28.47	-3.94142	-208.245	-4.19658
28.48	-4.19658	-219.315	-4.47368
28.49	-4.47368	-230.851	-4.77387
28.5	-4.77387	-242.613	-5.0983
28.51	-5.0983	-253.032	-5.44802
28.52	-5.44802	-262.589	-5.82395
28.53	-5.82395	-269.129	-6.22679
28.54	-6.22679	-275.438	-6.65693
28.55	-6.65693	-272.115	-7.11436
28.56	-7.11436	-268.65	-7.59849
28.57	-7.59849	-255.24	-8.10802
28.58	-8.10802	-234.271	-8.64078
28.59	-8.64078	-201.474	-9.1935
28.6	-9.1935	-157.287	-9.76167
28.61	-9.76167	-96.4226	-10.3393
28.62	-10.3393	-24.5667	-10.9188
28.63	-10.9188	72.8814	-11.4911
28.64	-11.4911	178.844	-12.0451
28.65	-12.0451	304.315	-12.5685
28.66	-12.5685	441.044	-13.0477
28.67	-13.0477	585.099	-13.4683
28.68	-13.4683	730.247	-13.8161
28.69	-13.8161	867.128	-14.0774
28.7	-14.0774	986.207	-14.2405
28.71	-14.2405	1080.83	-14.2962
28.72	-14.2962	1137.92	-14.2387
28.73	-14.2387	1155.6	-14.0664
28.74	-14.0664	1129.75	-13.7818
28.75	-13.7818	1061.32	-13.3917
28.76	-13.3917	955.847	-12.9065
28.77	-12.9065	819.857	-12.3397
28.78	-12.3397	662.917	-11.7067
28.79	-11.7067	500.309	-11.0239
28.8	-11.0239	327.54	-10.308
28.81	-10.308	172.089	-9.57471
28.82	-9.57471	26.2126	-8.83847
28.83	-8.83847	-99.9648	-8.11189
28.84	-8.11189	-205.856	-7.40553
28.85	-7.40553	-289.802	-6.72783
28.86	-6.72783	-354.445	-6.08519
28.87	-6.08519	-395.917	-5.48212
28.88	-5.48212	-429.328	-4.92148
28.89	-4.92148	-439.593	-4.40468
28.9	-4.40468	-442.546	-3.93196
28.91	-3.93196	-434.944	-3.50263
28.92	-3.50263	-420.932	-3.11529
28.93	-3.11529	-400.613	-2.76798
28.94	-2.76798	-378.319	-2.45842
28.95	-2.45842	-350.993	-2.18407
28.96	-2.18407	-327.277	-1.94231
28.97	-1.94231	-298.529	-1.73046
28.98	-1.73046	-273.137	-1.54592
28.99	-1.54592	-247.441	-1.38616
29	-1.38616	-223.834	-1.2488
29.01	-1.2488	-201.165	-1.1316
29.02	-1.1316	-181.049	-1.03252
29.03	-1.03252	-161.791	-0.94966
29.04	-0.94966	-144.939	-0.88134
29.05	-0.88134	-130.118	-0.82604
29.06	-0.82604	-116.613	-0.78243
29.07	-0.78243	-104.795	-0.74933
29.08	-0.74933	-94.7786	-0.72573
29.09	-0.72573	-86.066	-0.71076
29.1	-0.71076	-78.7323	-0.70369
29.11	-0.70369	-72.983	-0.70393
29.12	-0.70393	-67.9177	-0.71099
29.13	-0.71099	-64.6445	-0.72452
29.14	-0.72452	-61.6449	-0.74424
29.15	-0.74424	-60.1553	-0.76999
29.16	-0.76999	-59.5221	-0.8017
29.17	-0.8017	-59.3355	-0.83937
29.18	-0.83937	-60.7222	-0.88311
29.19	-0.88311	-61.9566	-0.93308
29.2	-0.93308	-65.2377	-0.98955
29.21	-0.98955	-67.7556	-1.05284
29.22	-1.05284	-72.3146	-1.12337
29.23	-1.12337	-77.3696	-1.20164
29.24	-1.20164	-82.5797	-1.2882
29.25	-1.2882	-89.6918	-1.38373
29.26	-1.38373	-96.8297	-1.48897
29.27	-1.48897	-105.56	-1.60477
29.28	-1.60477	-114.497	-1.73206
29.29	-1.73206	-125.828	-1.87189
29.3	-1.87189	-136.23	-2.02542
29.31	-2.02542	-149.692	-2.19392
29.32	-2.19392	-163.158	-2.37877
29.33	-2.37877	-178.647	-2.5815
29.34	-2.5815	-194.989	-2.80375
29.35	-2.80375	-212.547	-3.04728
29.36	-3.04728	-231.569	-3.31401
29.37	-3.31401	-253.1	-3.60594
29.38	-3.60594	-271.474	-3.92517
29.39	-3.92517	-295.717	-4.27392
29.4	-4.27392	-316.795	-4.65438
29.41	-4.65438	-339.597	-5.06877
29.42	-5.06877	-360.54	-5.51919
29.43	-5.51919	-379.931	-6.00753
29.44	-6.00753	-394.859	-6.53534
29.45	-6.53534	-408.679	-7.10364
29.46	-7.10364	-406.49	-7.71267
29.47	-7.71267	-402.747	-8.36166
29.48	-8.36166	-380.033	-9.0484
29.49	-9.0484	-342.002	-9.76896
29.5	-9.76896	-281.075	-10.5172
29.51	-10.5172	-193.816	-11.2843
29.52	-11.2843	-77.0306	-12.0586
29.53	-12.0586	74.1781	-12.8249
29.54	-12.8249	253.739	-13.5651
29.55	-13.5651	475.044	-14.2576
29.56	-14.2576	710.071	-14.8789
29.57	-14.8789	963.709	-15.4038
29.58	-15.4038	1212.21	-15.8079
29.59	-15.8079	1439.31	-16.0688
29.6	-16.0688	1621.01	-16.1686
29.61	-16.1686	1739.21	-16.0958
29.62	-16.0958	1780.64	-15.8465
29.63	-15.8465	1733.41	-15.4251
29.64	-15.4251	1607.61	-14.8441
29.65	-14.8441	1409.95	-14.123
29.66	-14.123	1161.16	-13.2863
29.67	-13.2863	882.887	-12.3614
29.68	-12.3614	597.247	-11.3765
29.69	-11.3765	321.918	-10.359
29.7	-10.359	79.4261	-9.33331
29.71	-9.33331	-141.299	-8.32068
29.72	-8.32068	-308.347	-7.33832
29.73	-7.33832	-441.464	-6.39946
29.74	-6.39946	-535.675	-5.5136
29.75	-5.5136	-595.691	-4.68685
29.76	-4.68685	-628.01	-3.9225
29.77	-3.9225	-636.075	-3.22148
29.78	-3.22148	-627.326	-2.5829
29.79	-2.5829	-600.86	-2.00448
29.8	-2.00448	-572.37	-1.48294
29.81	-1.48294	-529.272	-1.01433
29.82	-1.01433	-486.198	-0.59429
29.83	-0.59429	-439.998	-0.21825
29.84	-0.21825	-393.688	0.11841
29.85	0.11841	-347.942	0.42024
29.86	0.42024	-304.248	0.69164
29.87	0.69164	-260.782	0.93681
29.88	0.93681	-223.687	1.15969
29.89	1.15969	-184.75	1.364
29.9	1.364	-151.467	1.55315
29.91	1.55315	-118.93	1.73034
29.92	1.73034	-90.3879	1.89847
29.93	1.89847	-63.0877	2.06025
29.94	2.06025	-38.2464	2.21818
29.95	2.21818	-14.9224	2.37454
29.96	2.37454	5.54039	2.53148
29.97	2.53148	25.7589	2.69097
29.98	2.69097	44.4101	2.85488
29.99	2.85488	61.8053	3.02496
30	3.02496	78.5395	3.20288
30.01	3.20288	94.4101	3.39023
30.02	3.39023	109.604	3.58853
30.03	3.58853	124.148	3.79926
30.04	3.79926	139.552	4.02384
30.05	4.02384	151.272	4.26364
30.06	4.26364	166.028	4.51999
30.07	4.51999	177.573	4.79411
30.08	4.79411	189.819	5.08718
30.09	5.08718	200.126	5.40024
30.1	5.40024	208.992	5.73416
30.11	5.73416	215.459	6.08963
30.12	6.08963	222.122	6.46708
30.13	6.46708	219.226	6.86656
30.14	6.86656	218.513	7.28774
30.15	7.28774	208.687	7.72971
30.16	7.72971	194.059	8.19094
30.17	8.19094	170.62	8.6691
30.18	8.6691	139.219	9.16098
30.19	9.16098	95.6967	9.66231
30.2	9.66231	44.9087	10.1677
30.21	10.1677	-25.2715	10.6706
30.22	10.6706	-100.835	11.1631
30.23	11.1631	-191.802	11.6363
30.24	11.6363	-291.649	12.0802
30.25	12.0802	-400.134	12.4841
30.26	12.4841	-511.309	12.8368
30.27	12.8368	-622.307	13.1274
30.28	13.1274	-725.258	13.3457
30.29	13.3457	-813.888	13.4829
30.3	13.4829	-884.477	13.5322
30.31	13.5322	-927.012	13.4892
30.32	13.4892	-941.069	13.3527
30.33	13.3527	-923.213	13.1243
30.34	13.1243	-874.443	12.809
30.35	12.809	-797.513	12.4143
30.36	12.4143	-696.945	11.9501
30.37	11.9501	-582.111	11.4281
30.38	11.4281	-450.583	10.8609
30.39	10.8609	-322.85	10.2614
30.4	10.2614	-194.786	9.6423
30.41	9.6423	-75.7799	9.0154
30.42	9.0154	31.1793	8.39139
30.43	8.39139	124.433	7.77956
30.44	7.77956	201.876	7.18761
30.45	7.18761	260.797	6.62172
